"result-list-entry__brand-title-container href","result-list-entry__brand-title","result-list-entry__brand-logo-container href","font-s href","block","result-list-entry__brand-logo-container href 2","slick-slide href","image-index-label","gallery__count","total-media-count-label","result-list-entry__map-link","result-list-entry__criteria href","font-highlight","font-highlight 2","onlySmall","onlyLarge","font-tabular 3","margin-top-none","margin-top-none 2","margin-top-none 3","block 2","result-list-entry__new-flag","onlySmall 2"
"https://www.immobilienscout24.de/expose/132257835","Schicke Dachgeschosswohnung mit 2 Terrassen und EBK! Erstbezug!","https://www.immobilienscout24.de/expose/132257835","https://www.immobilienscout24.de/expose/132257835","Wohnen - Düsseldorf","https://www.immobilienscout24.de/expose/132257835","https://www.immobilienscout24.de/expose/132257835","1","/","7","Hohenzollerndamm 57, Schmargendorf, Berlin","https://www.immobilienscout24.de/expose/132257835","1.987,50 €","69,45 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Keller","Aufzug","Berlinhaus Verwaltung GmbH","",""
"https://www.immobilienscout24.de/expose/140062814","Luxus 3-Zimmer-Whg nahe Ku'damm zur Miete/Luxury 3 room apartment with balcony near Ku'damm for rent","https://www.immobilienscout24.de/expose/140062814","https://www.immobilienscout24.de/expose/140062814","First Citiz GmbH","https://www.immobilienscout24.de/expose/140062814","https://www.immobilienscout24.de/expose/140062814","1","/","15","Tiergarten, Berlin","https://www.immobilienscout24.de/expose/140062814","3.568,98 €","110,97 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Einbauküche","Keller","First Citiz Berlin","NEU","NEU"
"https://www.immobilienscout24.de/expose/140093464","Wohnungstausch: Kochhannstraße 18","https://www.immobilienscout24.de/expose/140093464","https://www.immobilienscout24.de/expose/140093464","Wohnungsswap .de","https://www.immobilienscout24.de/expose/140093464","","","","","Kochhannstraße 18, Friedrichshain, Berlin","https://www.immobilienscout24.de/expose/140093464","~560 €","45 m²","1 Zi.","1","Zi.","","","","Wohnungsswap.de - Lägenhetsbyte Sverige AB -","NEU",""
"https://www.immobilienscout24.de/expose/140059285","Limited contract over 5 months! Wonderful Altbau Apartment in Kreuzberg Kiez!","https://www.immobilienscout24.de/expose/140059285","https://www.immobilienscout24.de/expose/140059285","Team Vermietung DARNA  Immobilien","https://www.immobilienscout24.de/expose/140059285","https://www.immobilienscout24.de/expose/140059285","1","/","6","Kreuzberg, Berlin","https://www.immobilienscout24.de/expose/140059285","1.000 €","50 m²","2 Zi.","2","Zi.","Einbauküche","","","DARNA Immobilien GmbH","NEU","NEU"
"https://www.immobilienscout24.de/expose/136325925","Luxus Wohnung Mall of Berlin möbliert","https://www.immobilienscout24.de/expose/136325925","","","https://www.immobilienscout24.de/expose/136325925","https://www.immobilienscout24.de/expose/136325925","1","/","11","Voßstraße 24, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/136325925","2.490 €","85 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Einbauküche","","","",""
"https://www.immobilienscout24.de/expose/139376955","Hochwertige 1,5-Raum-Wohnung mit Einbauküche in Berlin","https://www.immobilienscout24.de/expose/139376955","https://www.immobilienscout24.de/expose/139376955","Herr Julian  Bilek","https://www.immobilienscout24.de/expose/139376955","https://www.immobilienscout24.de/expose/139376955","1","/","9","Regattastraße 91, Grünau, Berlin","https://www.immobilienscout24.de/expose/139376955","1.200 €","42,22 m²","1 Zi.","1","Zi.","Einbauküche","Stufenlos","","Grundverwaltungberlin GmbH & Co. KG","",""
"https://www.immobilienscout24.de/expose/140191746","Erstbezug Neubau, voll möblierte 2-Zimmer Wohnung + EBK + 2 Balkone + Fußbodenheizung","https://www.immobilienscout24.de/expose/140191746","","","https://www.immobilienscout24.de/expose/140191746","https://www.immobilienscout24.de/expose/140191746","1","/","7","Genter Straße 16, Wedding, Berlin","https://www.immobilienscout24.de/expose/140191746","1.885 €","55 m²","NEU","2","Zi.","Balkon/Terrasse","Einbauküche","Keller","","NEU","2 Zi."
"https://www.immobilienscout24.de/expose/140191390","Kernsanierte Altbauwohnung mit Luxusausstattung Lichterfelde Ost","https://www.immobilienscout24.de/expose/140191390","","","https://www.immobilienscout24.de/expose/140191390","https://www.immobilienscout24.de/expose/140191390","1","/","13","Lichterfelde, Berlin","https://www.immobilienscout24.de/expose/140191390","1.300 €","61 m²","NEU","2,5","Zi.","Einbauküche","Keller","","","NEU","2,5 Zi."
"https://www.immobilienscout24.de/expose/121009854","schöne 2 Zimmer Wohnung mit großem Balkon und EBK in Charlottenburg","https://www.immobilienscout24.de/expose/121009854","","","https://www.immobilienscout24.de/expose/121009854","https://www.immobilienscout24.de/expose/121009854","1","/","11","Heubnerweg 9, Charlottenburg, Berlin","https://www.immobilienscout24.de/expose/121009854","1.750 €","71 m²","NEU","2","Zi.","Balkon/Terrasse","Einbauküche","Garten","","NEU","2 Zi."
"https://www.immobilienscout24.de/expose/140189285","Exklusive, geräumige 3-Zimmer-DG-Wohnung mit Balkon und Einbauküche in Berlin-Gesundbrunne","https://www.immobilienscout24.de/expose/140189285","","","https://www.immobilienscout24.de/expose/140189285","https://www.immobilienscout24.de/expose/140189285","1","/","10","Gesundbrunnen, Berlin","https://www.immobilienscout24.de/expose/140189285","1.816 €","112 m²","NEU","3","Zi.","Balkon/Terrasse","Einbauküche","Keller","","NEU","3 Zi."
"https://www.immobilienscout24.de/expose/136036638","Exklusive, gepflegte 3,5-Zimmer-Maisonette-Wohnung + 2 Balkone + Einbauküche in Köpenick","https://www.immobilienscout24.de/expose/136036638","","","https://www.immobilienscout24.de/expose/136036638","https://www.immobilienscout24.de/expose/136036638","1","/","29","Köpenick, Berlin","https://www.immobilienscout24.de/expose/136036638","1.984 €","132,73 m²","NEU","3","Zi.","Balkon/Terrasse","Einbauküche","Keller","","NEU","3 Zi."
"https://www.immobilienscout24.de/expose/140189455","Neu! Hochwertige und exclusive Ausstattung! Balkon, Parkett, EBK, Dusche., Aufzug","https://www.immobilienscout24.de/expose/140189455","https://www.immobilienscout24.de/expose/140189455","Frau Sandra Humpf","https://www.immobilienscout24.de/expose/140189455","https://www.immobilienscout24.de/expose/140189455","1","/","8","Eiswerder Straße 17A, Hakenfelde, Berlin","https://www.immobilienscout24.de/expose/140189455","1.035 €","53 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Einbauküche","Garten","Forum Immobilien","NEU","NEU"
"https://www.immobilienscout24.de/expose/140187918","Attraktive 2-Raum-Wohnung in Berlin","https://www.immobilienscout24.de/expose/140187918","","","https://www.immobilienscout24.de/expose/140187918","https://www.immobilienscout24.de/expose/140187918","1","/","13","Bruno-Taut-Ring 16, Britz, Berlin","https://www.immobilienscout24.de/expose/140187918","927,30 €","61 m²","NEU","2","Zi.","Balkon/Terrasse","Einbauküche","","","NEU","2 Zi."
"https://www.immobilienscout24.de/expose/140185338","Sofort verfügbar! 3-Zimmer-Dachgeschoss-Wohnung mit Balkon und EBK in Berlin","https://www.immobilienscout24.de/expose/140185338","","","https://www.immobilienscout24.de/expose/140185338","https://www.immobilienscout24.de/expose/140185338","1","/","11","Burgwallstraße 87, Blankenburg, Berlin","https://www.immobilienscout24.de/expose/140185338","1.520 €","72 m²","NEU","3","Zi.","Balkon/Terrasse","Einbauküche","Keller","","NEU","3 Zi."
"https://www.immobilienscout24.de/expose/139281069","Sanierte 4-Zimmer-Wohnung nahe Ku’ Damm und Savignyplatz mit Wintergarten","https://www.immobilienscout24.de/expose/139281069","","","https://www.immobilienscout24.de/expose/139281069","https://www.immobilienscout24.de/expose/139281069","1","/","9","Niebuhrstr. 78, Charlottenburg, Berlin","https://www.immobilienscout24.de/expose/139281069","3.700 €","170 m²","4 Zi.","4","Zi.","Einbauküche","Keller","Gäste-WC","","",""
"https://www.immobilienscout24.de/expose/140184545","Müggelseedamm 212, 12587 Berlin","https://www.immobilienscout24.de/expose/140184545","","","https://www.immobilienscout24.de/expose/140184545","https://www.immobilienscout24.de/expose/140184545","1","/","5","Müggelseedamm 212, Friedrichshagen, Berlin","https://www.immobilienscout24.de/expose/140184545","1.900 €","110 m²","NEU","2","Zi.","Balkon/Terrasse","Einbauküche","Keller","","NEU","2 Zi."
"https://www.immobilienscout24.de/expose/140022713","Sensationell! 1. Geschosslage und mit Terrasse und Garten sowie unverbautem Blick","https://www.immobilienscout24.de/expose/140022713","https://www.immobilienscout24.de/expose/140022713","Firma Ihr berlinraum!","https://www.immobilienscout24.de/expose/140022713","https://www.immobilienscout24.de/expose/140022713","1","/","15","Tiergarten, Berlin","https://www.immobilienscout24.de/expose/140022713","2.121,55 €","81 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Garten","Keller","berlinraum","NEU","NEU"
"https://www.immobilienscout24.de/expose/140183991","Müggelseedamm 212, 12587 Berlin","https://www.immobilienscout24.de/expose/140183991","","","https://www.immobilienscout24.de/expose/140183991","https://www.immobilienscout24.de/expose/140183991","1","/","15","Müggelseedamm 212, Friedrichshagen, Berlin","https://www.immobilienscout24.de/expose/140183991","2.500 €","130 m²","NEU","3","Zi.","Balkon/Terrasse","Einbauküche","Garten","","NEU","3 Zi."
"https://www.immobilienscout24.de/expose/135929922","Stilvolle 1,5-Zimmer-Wohnung mit Balkon in Berlin","https://www.immobilienscout24.de/expose/135929922","","","https://www.immobilienscout24.de/expose/135929922","https://www.immobilienscout24.de/expose/135929922","1","/","6","Lichterfelde, Berlin","https://www.immobilienscout24.de/expose/135929922","1.150 €","47 m²","NEU","1,5","Zi.","Balkon/Terrasse","","","","NEU","1,5 Zi."
"https://www.immobilienscout24.de/expose/130798526","**3-Raum Familien-Wohnung** mit Balkon","https://www.immobilienscout24.de/expose/130798526","","","https://www.immobilienscout24.de/expose/130798526","https://www.immobilienscout24.de/expose/130798526","1","/","10","Hultschiner Damm 46, Mahlsdorf, Berlin","https://www.immobilienscout24.de/expose/130798526","1.449,47 €","76 m²","NEU","3","Zi.","Balkon/Terrasse","Einbauküche","Garten","","NEU","3 Zi."
"https://www.immobilienscout24.de/expose/140174687","Erstbezug: Luxuriöse 3 Zimmer Apartment an der Spree, hochwertige EBK, 2 Balkone!","https://www.immobilienscout24.de/expose/140174687","","","https://www.immobilienscout24.de/expose/140174687","https://www.immobilienscout24.de/expose/140174687","1","/","22","Mühlenstraße 31, Friedrichshain, Berlin","https://www.immobilienscout24.de/expose/140174687","2.888 €","97,9 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Einbauküche","Garten","","NEU","NEU"
"https://www.immobilienscout24.de/neubau/baerlin-housing-gmbh/kaisergaerten/113666.html","Kaisergärten","https://www.immobilienscout24.de/neubau/baerlin-housing-gmbh/kaisergaerten/113666.html","https://www.immobilienscout24.de/neubau/baerlin-housing-gmbh/kaisergaerten/113666.html","Herr Sergey Mishunin","","https://www.immobilienscout24.de/neubau/baerlin-housing-gmbh/kaisergaerten/113666.html","1","/","15","Wandlitzstraße 18, Karlshorst, Berlin","https://www.immobilienscout24.de/neubau/baerlin-housing-gmbh/kaisergaerten/113666.html","1.864,68 - 2.910,96 €","51,00 - 149,00 m²","","","Bezugsfrei ab","Balkon/Terrasse","Einbauküche","Keller","Herr Sergey Mishunin","NEU",""
"https://www.immobilienscout24.de/expose/139404944","Tolle Lage - Toller Garten - Tolle Wohnung!","https://www.immobilienscout24.de/expose/139404944","https://www.immobilienscout24.de/expose/139404944","Frau Christin Walter","https://www.immobilienscout24.de/expose/139404944","https://www.immobilienscout24.de/expose/139404944","1","/","15","Fürstenwalder Damm 294, Friedrichshagen, Berlin","https://www.immobilienscout24.de/expose/139404944","1.699 €","70,75 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Einbauküche","Aufzug","Living in Berlin e.K.","",""
"https://www.immobilienscout24.de/expose/138827885","Vollmöblierte Wohnung in beliebter Lage!","https://www.immobilienscout24.de/expose/138827885","https://www.immobilienscout24.de/expose/138827885","Frau Christin Walter","https://www.immobilienscout24.de/expose/138827885","https://www.immobilienscout24.de/expose/138827885","1","/","14","Kantstr. 139, Charlottenburg, Berlin","https://www.immobilienscout24.de/expose/138827885","1.950 €","60 m²","2 Zi.","2","Zi.","Einbauküche","","","Living in Berlin e.K.","",""
"https://www.immobilienscout24.de/expose/139397427","Erdgeschosswohnung in Pankow sucht Traumpaar!","https://www.immobilienscout24.de/expose/139397427","https://www.immobilienscout24.de/expose/139397427","Frau Saskia Fichtner","https://www.immobilienscout24.de/expose/139397427","https://www.immobilienscout24.de/expose/139397427","1","/","14","Prenzlauer Promenade 49G, Pankow (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139397427","1.683,98 €","61,66 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Einbauküche","","Living in Berlin e.K.","",""
"https://www.immobilienscout24.de/expose/139026599","Wohnen im Grünen!!","https://www.immobilienscout24.de/expose/139026599","https://www.immobilienscout24.de/expose/139026599","Frau Anja Meyer","https://www.immobilienscout24.de/expose/139026599","https://www.immobilienscout24.de/expose/139026599","1","/","19","Schichauweg 60, Marienfelde, Berlin","https://www.immobilienscout24.de/expose/139026599","1.830 €","116,76 m²","4 Zi.","4","Zi.","Balkon/Terrasse","Gäste-WC","","Living in Berlin e.K.","",""
"https://www.immobilienscout24.de/expose/139397463","Erstbezug! 2-Zimmer-Wohnung in Pankow!","https://www.immobilienscout24.de/expose/139397463","https://www.immobilienscout24.de/expose/139397463","Frau Saskia Fichtner","https://www.immobilienscout24.de/expose/139397463","https://www.immobilienscout24.de/expose/139397463","1","/","14","Treskowstrasse 21, Heinersdorf, Berlin","https://www.immobilienscout24.de/expose/139397463","1.633,35 €","61,45 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Einbauküche","","Living in Berlin e.K.","",""
"https://www.immobilienscout24.de/neubau/stuck-immobilienconsult-ug/neubauspandau/110682.html","Havelufer Quartier HUQ WA3","","https://www.immobilienscout24.de/neubau/stuck-immobilienconsult-ug/neubauspandau/110682.html","Frau Agnieszka Stuck","","https://www.immobilienscout24.de/neubau/stuck-immobilienconsult-ug/neubauspandau/110682.html","1","/","13","Am Maselakepark 11, Hakenfelde, Berlin","https://www.immobilienscout24.de/neubau/stuck-immobilienconsult-ug/neubauspandau/110682.html","832 - 2.880 €","25,00 - 129,00 m²","","","Bezugsfrei ab","Balkon/Terrasse","Einbauküche","Gäste-WC","Frau Agnieszka Stuck","",""
"https://www.immobilienscout24.de/expose/139966724","Lichtdurchflutetes Penthouse mit traumhafter 360-Grad Dachterrasse und Sauna!","https://www.immobilienscout24.de/expose/139966724","https://www.immobilienscout24.de/expose/139966724","Engel & Völkers Berlin Mitte","https://www.immobilienscout24.de/expose/139966724","https://www.immobilienscout24.de/expose/139966724","1","/","25","Oderstraße 12, Friedrichshain, Berlin","https://www.immobilienscout24.de/expose/139966724","7.100 €","238 m²","5 Zi.","5","Zi.","Balkon/Terrasse","Keller","","Engel & Völkers Berlin Mitte GmbH","NEU","NEU"
"https://www.immobilienscout24.de/expose/140164558","KFW55-Neubau 3 Zimmer Wohnung Wassernähe mit Balkon oder Terrasse und Garten","https://www.immobilienscout24.de/expose/140164558","","","https://www.immobilienscout24.de/expose/140164558","https://www.immobilienscout24.de/expose/140164558","1","/","4","Zaucher Weg 10, Schmöckwitz, Berlin","https://www.immobilienscout24.de/expose/140164558","1.690 €","78 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Garten","Stufenlos","","NEU","NEU"
"https://www.immobilienscout24.de/expose/139059094","Stralauer Allee, Berlin","https://www.immobilienscout24.de/expose/139059094","https://www.immobilienscout24.de/expose/139059094","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139059094","https://www.immobilienscout24.de/expose/139059094","1","/","20","Stralauer Allee 0, Friedrichshain, Berlin","https://www.immobilienscout24.de/expose/139059094","2.950 €","140 m²","2 Zi.","2","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139059114","Thaerstraße, Berlin","https://www.immobilienscout24.de/expose/139059114","https://www.immobilienscout24.de/expose/139059114","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139059114","https://www.immobilienscout24.de/expose/139059114","1","/","20","Thaerstraße 0, Prenzlauer Berg, Berlin","https://www.immobilienscout24.de/expose/139059114","1.700 €","46 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064319","Brunnenstraße, Berlin","https://www.immobilienscout24.de/expose/139064319","https://www.immobilienscout24.de/expose/139064319","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064319","https://www.immobilienscout24.de/expose/139064319","1","/","13","Brunnenstraße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064319","2.200 €","41 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064324","Brunnenstraße, Berlin","https://www.immobilienscout24.de/expose/139064324","https://www.immobilienscout24.de/expose/139064324","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064324","https://www.immobilienscout24.de/expose/139064324","1","/","13","Brunnenstraße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064324","2.200 €","41 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064332","Rheinsberger Straße, Berlin","https://www.immobilienscout24.de/expose/139064332","https://www.immobilienscout24.de/expose/139064332","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064332","https://www.immobilienscout24.de/expose/139064332","1","/","8","Rheinsberger Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064332","2.200 €","52 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064341","Rheinsberger Straße, Berlin","https://www.immobilienscout24.de/expose/139064341","https://www.immobilienscout24.de/expose/139064341","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064341","https://www.immobilienscout24.de/expose/139064341","1","/","12","Rheinsberger Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064341","3.300 €","80 m²","2 Zi.","2","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064351","Schönholzer Straße, Berlin","https://www.immobilienscout24.de/expose/139064351","https://www.immobilienscout24.de/expose/139064351","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064351","https://www.immobilienscout24.de/expose/139064351","1","/","8","Schönholzer Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064351","2.200 €","44 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064359","Schönholzer Straße, Berlin","https://www.immobilienscout24.de/expose/139064359","https://www.immobilienscout24.de/expose/139064359","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064359","https://www.immobilienscout24.de/expose/139064359","1","/","9","Schönholzer Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064359","2.200 €","50 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064368","Schönholzer Straße, Berlin","https://www.immobilienscout24.de/expose/139064368","https://www.immobilienscout24.de/expose/139064368","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064368","https://www.immobilienscout24.de/expose/139064368","1","/","8","Schönholzer Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064368","2.200 €","56 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064625","Choriner Straße, Berlin","https://www.immobilienscout24.de/expose/139064625","https://www.immobilienscout24.de/expose/139064625","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064625","https://www.immobilienscout24.de/expose/139064625","1","/","9","Choriner Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064625","6.295 €","63 m²","1 Zi.","1","Zi.","Stufenlos","","","","",""
"https://www.immobilienscout24.de/expose/139064643","Choriner Straße, Berlin","https://www.immobilienscout24.de/expose/139064643","https://www.immobilienscout24.de/expose/139064643","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064643","https://www.immobilienscout24.de/expose/139064643","1","/","6","Choriner Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064643","6.995 €","90 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064649","Choriner Straße, Berlin","https://www.immobilienscout24.de/expose/139064649","https://www.immobilienscout24.de/expose/139064649","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064649","https://www.immobilienscout24.de/expose/139064649","1","/","11","Choriner Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064649","8.700 €","104 m²","2 Zi.","2","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064693","Choriner Straße, Berlin","https://www.immobilienscout24.de/expose/139064693","https://www.immobilienscout24.de/expose/139064693","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064693","https://www.immobilienscout24.de/expose/139064693","1","/","11","Choriner Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064693","9.600 €","118 m²","2 Zi.","2","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064708","Choriner Straße, Berlin","https://www.immobilienscout24.de/expose/139064708","https://www.immobilienscout24.de/expose/139064708","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064708","https://www.immobilienscout24.de/expose/139064708","1","/","13","Choriner Straße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139064708","9.600 €","132 m²","3 Zi.","3","Zi.","Stufenlos","","","","",""
"https://www.immobilienscout24.de/expose/139064757","Waldstraße, Berlin","https://www.immobilienscout24.de/expose/139064757","https://www.immobilienscout24.de/expose/139064757","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064757","https://www.immobilienscout24.de/expose/139064757","1","/","11","Waldstraße 0, Moabit, Berlin","https://www.immobilienscout24.de/expose/139064757","1.850 €","62 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/139064772","Hauptstraße, Berlin","https://www.immobilienscout24.de/expose/139064772","https://www.immobilienscout24.de/expose/139064772","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/139064772","https://www.immobilienscout24.de/expose/139064772","1","/","11","Hauptstraße 0, Schöneberg, Berlin","https://www.immobilienscout24.de/expose/139064772","1.650 €","38 m²","1 Zi.","1","Zi.","","","","","",""
"https://www.immobilienscout24.de/expose/138193072","Wohnungstausch: Reuterstraße 13","https://www.immobilienscout24.de/expose/138193072","https://www.immobilienscout24.de/expose/138193072","Wohnungsswap .de","https://www.immobilienscout24.de/expose/138193072","https://www.immobilienscout24.de/expose/138193072","1","/","4","Reuterstraße 13, Neukölln (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/138193072","~970 €","60 m²","2 Zi.","2","Zi.","","","","Wohnungsswap.de - Lägenhetsbyte Sverige AB -","",""
"https://www.immobilienscout24.de/expose/140104002","Eislebener Straße, Berlin","https://www.immobilienscout24.de/expose/140104002","https://www.immobilienscout24.de/expose/140104002","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/140104002","https://www.immobilienscout24.de/expose/140104002","1","/","17","Eislebener Straße 0, Charlottenburg, Berlin","https://www.immobilienscout24.de/expose/140104002","2.400 €","82 m²","2 Zi.","2","Zi.","","","","","NEU","NEU"
"https://www.immobilienscout24.de/expose/140104013","Dolziger Straße, Berlin","https://www.immobilienscout24.de/expose/140104013","https://www.immobilienscout24.de/expose/140104013","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/140104013","https://www.immobilienscout24.de/expose/140104013","1","/","9","Dolziger Straße 0, Friedrichshain, Berlin","https://www.immobilienscout24.de/expose/140104013","1.025 €","35 m²","1 Zi.","1","Zi.","","","","","NEU","NEU"
"https://www.immobilienscout24.de/expose/140104038","Freiheitsweg, Berlin","https://www.immobilienscout24.de/expose/140104038","https://www.immobilienscout24.de/expose/140104038","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/140104038","https://www.immobilienscout24.de/expose/140104038","1","/","19","Freiheitsweg 0, Reinickendorf (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/140104038","2.490 €","86 m²","2 Zi.","2","Zi.","","","","","NEU","NEU"
"https://www.immobilienscout24.de/expose/140104062","Schlüterstraße, Berlin","https://www.immobilienscout24.de/expose/140104062","https://www.immobilienscout24.de/expose/140104062","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/140104062","https://www.immobilienscout24.de/expose/140104062","1","/","14","Schlüterstraße 0, Charlottenburg, Berlin","https://www.immobilienscout24.de/expose/140104062","1.800 €","80 m²","2 Zi.","2","Zi.","","","","","NEU","NEU"
"https://www.immobilienscout24.de/expose/140104156","Michaelkirchstraße, Berlin","https://www.immobilienscout24.de/expose/140104156","https://www.immobilienscout24.de/expose/140104156","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/140104156","https://www.immobilienscout24.de/expose/140104156","1","/","20","Michaelkirchstraße 0, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/140104156","3.237 €","95 m²","2 Zi.","2","Zi.","","","","","NEU","NEU"
"https://www.immobilienscout24.de/expose/140104167","Gregor-Mendel-Straße, Berlin","https://www.immobilienscout24.de/expose/140104167","https://www.immobilienscout24.de/expose/140104167","HousingAnywhere B.V.","https://www.immobilienscout24.de/expose/140104167","https://www.immobilienscout24.de/expose/140104167","1","/","19","Gregor-Mendel-Straße 0, Dahlem, Berlin","https://www.immobilienscout24.de/expose/140104167","3.400 €","130 m²","3 Zi.","3","Zi.","","","","","NEU","NEU"
"https://www.immobilienscout24.de/expose/139610669","1 Zimmer Wohnung in Ku'damm","https://www.immobilienscout24.de/expose/139610669","","","https://www.immobilienscout24.de/expose/139610669","https://www.immobilienscout24.de/expose/139610669","1","/","14","Lietzenburger 56, Charlottenburg, Berlin","https://www.immobilienscout24.de/expose/139610669","1.650 €","41 m²","1 Zi.","1","Zi.","Balkon/Terrasse","Einbauküche","Keller","","",""
"https://www.immobilienscout24.de/expose/140027672","Charmante 2-Zimmerwohnung mit Altbauflair und Balkon","https://www.immobilienscout24.de/expose/140027672","https://www.immobilienscout24.de/expose/140027672","Herr Pascal Hagen","https://www.immobilienscout24.de/expose/140027672","https://www.immobilienscout24.de/expose/140027672","1","/","15","Siegfriedstraße 11c, Niederschönhausen, Berlin","https://www.immobilienscout24.de/expose/140027672","794,03 €","62,3 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Einbauküche","Keller","Trad Immobilien GmbH","NEU","NEU"
"https://www.immobilienscout24.de/expose/140006406","Helle 2 Zimmer Altbauwohnung mitten in Kreuzberg zu vermieten!","https://www.immobilienscout24.de/expose/140006406","https://www.immobilienscout24.de/expose/140006406","ambelin GmbH Vermietung Wohnen","https://www.immobilienscout24.de/expose/140006406","https://www.immobilienscout24.de/expose/140006406","1","/","2","Gneisenaustr. 50, Kreuzberg, Berlin","https://www.immobilienscout24.de/expose/140006406","779,38 €","50,35 m²","2 Zi.","2","Zi.","","","","ambelin GmbH","NEU","NEU"
"https://www.immobilienscout24.de/expose/140134144","Elegant sanierter Altbau im angesagten Kiez","https://www.immobilienscout24.de/expose/140134144","https://www.immobilienscout24.de/expose/140134144","Wohnen - Berlin","https://www.immobilienscout24.de/expose/140134144","https://www.immobilienscout24.de/expose/140134144","1","/","7","Rykestr. 50, Prenzlauer Berg, Berlin","https://www.immobilienscout24.de/expose/140134144","1.728,52 €","49,24 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Aufzug","","Berlinhaus Verwaltung GmbH","NEU","NEU"
